,o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
17377,42664,Amazon/images/4189u5by2%2BL.jpg,Amazon/images/41eegePLgHL.jpg,2,4,10
17378,30479,Amazon/images/415wJHLvUTL.jpg,Amazon/images/41UNCeJq7JL.jpg,6,5,10
17379,28496,Amazon/images/41zSgJcCZuL.jpg,Amazon/images/414Prd71XlL.jpg,2,11,8
17380,35170,Amazon/images/51aEMalmZVL.jpg,Amazon/images/41LwbwGME6L.jpg,2,4,10
17381,32362,Amazon/images/414O1O1vurL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17383,32321,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/41qkVyC-qEL.jpg,1,5,10
17385,35904,Amazon/images/41IOoczRRlL.jpg,Amazon/images/410mLyzHkFL.jpg,2,4,10
17386,29228,Amazon/images/41jrk-nFGaL.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
17387,35125,Amazon/images/41hTMeEWrDL.jpg,Amazon/images/31YWPyylsxL.jpg,6,5,10
17388,40208,Amazon/images/41AurPl0t1L.jpg,Amazon/images/41JLqXo92XL.jpg,2,4,10
17390,37890,Amazon/images/41lHnj8dP-L.jpg,Amazon/images/31X92zCp4AL.jpg,6,5,10
17391,35093,Amazon/images/419jNH3TAtL.jpg,Amazon/images/412lbWGrFYL.jpg,6,5,10
17393,40592,Amazon/images/51lDZZqa-HL.jpg,Amazon/images/41P8LFbvwrL.jpg,3,5,10
17395,27653,Amazon/images/41vvnn302QL.jpg,Amazon/images/41sn8E0T5QL.jpg,6,5,10
17396,40347,Amazon/images/41z6n7ryO3L.jpg,Amazon/images/41Rfob0qijL.jpg,6,5,10
17400,42277,Amazon/images/41aNxh-1p5L.jpg,Amazon/images/41SL6riwIML.jpg,2,11,8
17401,34112,Amazon/images/41IzDWYIhzL.jpg,Amazon/images/41jOewx574L.jpg,6,5,10
17403,25871,Amazon/images/41L6vLXoHnL.jpg,Amazon/images/31Ll0TNLC6L.jpg,6,5,10
17405,39897,Amazon/images/41Ydm0qx6yL.jpg,Amazon/images/41Ruhs5fgAL.jpg,6,5,10
17406,26686,Amazon/images/51sGfaBok6L.jpg,Amazon/images/41-wQWb5UuL.jpg,2,4,8
17407,24301,Amazon/images/51SiwElrR0L.jpg,Amazon/images/41FQKH53N%2BL.jpg,6,5,10
17408,36575,Amazon/images/41mY2zNx8gL.jpg,Amazon/images/318zBpN4XCL.jpg,2,11,8
17410,41669,Amazon/images/41WIEQm%2BIQL.jpg,Amazon/images/41Isz0EpciL.jpg,2,4,10
17411,37950,Amazon/images/41SPCzuvK%2BL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17412,28315,Amazon/images/51X1Qs0AHeL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
17413,29894,Amazon/images/41d7%2BWNhWhL.jpg,Amazon/images/41sDNOrG%2B2L.jpg,2,11,10
17416,29641,Amazon/images/51aJ0lPB19L.jpg,Amazon/images/41YdncyDatL.jpg,6,5,10
17417,32968,Amazon/images/51wC2tnwGJL.jpg,Amazon/images/41JLqXo92XL.jpg,2,11,10
17418,29032,Amazon/images/41gogUi80zL.jpg,Amazon/images/41lgdSTtR0L.jpg,2,4,10
17419,40686,Amazon/images/41dFzEKsNqL.jpg,Amazon/images/41OqzzS0osL.jpg,2,4,8
17420,39460,Amazon/images/41DWiUKjYAL.jpg,Amazon/images/31Njvo%2B7ZrL.jpg,2,4,10
17421,36993,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17423,41841,Amazon/images/41syJfxsXpL.jpg,Amazon/images/418s61wlYKL.jpg,2,11,8
17424,28411,Amazon/images/41gXJHmHFyL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
17426,34633,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/31YWPyylsxL.jpg,6,5,10
17428,34957,Amazon/images/41X6HFin7BL.jpg,Amazon/images/518cEfz0EeL.jpg,2,4,10
17429,31414,Amazon/images/418%2BEQ3VJQL.jpg,Amazon/images/41%2BVxtfS66L.jpg,2,11,10
17430,25038,Amazon/images/51SiwElrR0L.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
17431,39065,Amazon/images/41qHMyHJj0L.jpg,Amazon/images/517ZFeByf5L.jpg,2,4,10
17432,41798,Amazon/images/51V0FZctptL.jpg,Amazon/images/41EvLd1M9oL.jpg,6,5,10
17433,33724,Amazon/images/41sKD-gJ1UL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,4,10
17434,25115,Amazon/images/417tKttjn9L.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
17436,37507,Amazon/images/41ySAwMGnEL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,5,10
17437,33834,Amazon/images/51gtNOdJA2L.jpg,Amazon/images/31ka0r7juWL.jpg,2,11,10
17438,39829,Amazon/images/410u%2BBeTzVL.jpg,Amazon/images/31Njvo%2B7ZrL.jpg,6,5,10
17441,39004,Amazon/images/41gO1Ey0F1L.jpg,Amazon/images/518cEfz0EeL.jpg,2,3,10
17442,36017,Amazon/images/41Ydm0qx6yL.jpg,Amazon/images/41BSkb1TkGL.jpg,1,5,10
17443,37362,Amazon/images/41sHnArozBL.jpg,Amazon/images/41%2B%2BpJyhuCL.jpg,6,5,10
17445,35624,Amazon/images/41sU-YZAGIL.jpg,Amazon/images/41i6lhmTu7L.jpg,6,5,10
17446,28841,Amazon/images/41owbGyUO5L.jpg,Amazon/images/31ZKv1DIcDL.jpg,6,5,10
17447,33334,Amazon/images/41S3f7jczAL.jpg,Amazon/images/41C78CXSD5L.jpg,6,5,10
17448,42195,Amazon/images/41q4cuqB3GL.jpg,Amazon/images/41RDkv-AJcL.jpg,6,5,10
17449,26975,Amazon/images/51AVRfEsbSL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,6,5,10
17450,36562,Amazon/images/41AlMHpNEAL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17454,35555,Amazon/images/51EQc9HxGxL.jpg,Amazon/images/418s61wlYKL.jpg,2,11,8
17455,25375,Amazon/images/51-BJvl4HlL.jpg,Amazon/images/41j5wjiQuQL.jpg,2,3,10
17456,32664,Amazon/images/417%2BX-4mN9L.jpg,Amazon/images/41plND4am0L.jpg,2,11,10
17459,40905,Amazon/images/41MnvaurJvL.jpg,Amazon/images/41Rfob0qijL.jpg,6,5,10
17460,28100,Amazon/images/41Rjdro2wsL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
17461,26706,Amazon/images/41N5GvzzxlL.jpg,Amazon/images/413YvtgV2FL.jpg,2,4,10
17463,32472,Amazon/images/41xtOb1c3UL.jpg,Amazon/images/41C78CXSD5L.jpg,6,5,10
17464,26862,Amazon/images/41K%2BCORpt0L.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
17469,36229,Amazon/images/41Cansf3%2BCL.jpg,Amazon/images/41wIbO8Bq7L.jpg,2,4,10
17470,36045,Amazon/images/417s67NnHrL.jpg,Amazon/images/41gySKgP%2BzL.jpg,2,11,10
17471,39691,Amazon/images/41lczWWXDrL.jpg,Amazon/images/41LwbwGME6L.jpg,3,5,10
17473,27246,Amazon/images/41mRSFcjRqL.jpg,Amazon/images/41ThXzpAPOL.jpg,6,5,10
17475,28195,Amazon/images/51NnIOjMdrL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
17477,41237,Amazon/images/41jY0RhISXL.jpg,Amazon/images/517ZFeByf5L.jpg,2,3,10
17478,26481,Amazon/images/41x3UmWxX8L.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
17480,33159,Amazon/images/419jNH3TAtL.jpg,Amazon/images/41VUr5J-bQL.jpg,6,5,10
17481,32317,Amazon/images/41men9SrgaL.jpg,Amazon/images/41YvIFSYD6L.jpg,2,11,8
17482,36723,Amazon/images/51gCv0gShIL.jpg,Amazon/images/41YnNR5WVkL.jpg,2,5,10
17483,27690,Amazon/images/41ZymFMwW4L.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
17485,35054,Amazon/images/41wlYzgOm1L.jpg,Amazon/images/41Gq3tnkJpL.jpg,3,5,10
17486,30433,Amazon/images/41TRQVFmSzL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17487,31455,Amazon/images/410nNFpo9xL.jpg,Amazon/images/41Rfob0qijL.jpg,6,5,10
17488,24373,Amazon/images/41gx0LHTDyL.jpg,Amazon/images/4170fAW4x%2BL.jpg,2,4,8
17490,35879,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17491,28264,Amazon/images/4136%2BefjvOL.jpg,Amazon/images/414Prd71XlL.jpg,2,4,8
17492,42463,Amazon/images/41klkOqK0wL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17493,32159,Amazon/images/41ACvqXCo1L.jpg,Amazon/images/41YvIFSYD6L.jpg,2,4,8
17494,40554,Amazon/images/417dpOET0AL.jpg,Amazon/images/31ICJkBb10L.jpg,2,11,10
17495,39899,Amazon/images/41uexG3EaFL.jpg,Amazon/images/41QntJtgQDL.jpg,2,4,8
17496,42186,Amazon/images/411gIcCVcIL.jpg,Amazon/images/41EvLd1M9oL.jpg,6,5,10
17497,35969,Amazon/images/516glx37vnL.jpg,Amazon/images/517ZFeByf5L.jpg,2,4,10
17498,27028,Amazon/images/513sOdimduL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,4,10
17499,33942,Amazon/images/41X6HFin7BL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,4,10
17500,31734,Amazon/images/416XOQ6MLYL.jpg,Amazon/images/41Rfob0qijL.jpg,2,4,10
17501,25408,Amazon/images/51dLCjnvxeL.jpg,Amazon/images/41lgdSTtR0L.jpg,2,4,10
17502,33983,Amazon/images/41m3cqLa7NL.jpg,Amazon/images/41yiI2O1lBL.jpg,2,4,10
17503,32596,Amazon/images/41tEU%2BL9xLL.jpg,Amazon/images/41GW7LdrC3L.jpg,2,4,8
17504,26329,Amazon/images/41kffwBOUIL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
17506,40597,Amazon/images/51L3cFGzq9L.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17507,33017,Amazon/images/51mdmNCD3SL.jpg,Amazon/images/517ZFeByf5L.jpg,2,11,10
17508,36499,Amazon/images/517phA%2BjzpL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17510,36432,Amazon/images/41wnVU01z2L.jpg,Amazon/images/410m2e4YTLL.jpg,2,4,10
17512,28130,Amazon/images/51UIvKSHyIL.jpg,Amazon/images/41AjHrVLTtL.jpg,6,5,10
17514,40873,Amazon/images/41sCcoUN11L.jpg,Amazon/images/41%2BpXhIYKLL.jpg,2,4,8
17515,40981,Amazon/images/41mY2zNx8gL.jpg,Amazon/images/41plND4am0L.jpg,2,11,10
17516,41188,Amazon/images/41mt-Wtl0uL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17517,33784,Amazon/images/41RIt4smw0L.jpg,Amazon/images/410m2e4YTLL.jpg,2,4,10
17518,26006,Amazon/images/51mXzjn90DL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
17519,36660,Amazon/images/61%2BCJCt006L.jpg,Amazon/images/417ZNbmNnGL.jpg,6,5,10
17520,42877,Amazon/images/41YpL3w0HwL.jpg,Amazon/images/41UNCeJq7JL.jpg,6,5,10
17521,29866,Amazon/images/41pIOv-jvsL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,6,5,10
17522,32569,Amazon/images/41IJ9yo-Q2L.jpg,Amazon/images/41tlxfCZ-mL.jpg,2,4,6
17523,36429,Amazon/images/51ov-HCahhL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17524,28862,Amazon/images/51YPU4yiHfL.jpg,Amazon/images/41Z2OsRDqCL.jpg,2,3,8
17526,40209,Amazon/images/41oQ8oUkIoL.jpg,Amazon/images/518cEfz0EeL.jpg,2,4,10
17527,41574,Amazon/images/41QdSYPhMML.jpg,Amazon/images/517ZFeByf5L.jpg,2,4,10
17528,33798,Amazon/images/41k9fcG1qQL.jpg,Amazon/images/41WBw8cSniL.jpg,2,4,10
17529,33698,Amazon/images/41pAOg7b-XL.jpg,Amazon/images/41B8yFjvJdL.jpg,6,5,10
17531,28243,Amazon/images/411cYsmIyNL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,3,10
17532,30821,Amazon/images/41LgOLoRiBL.jpg,Amazon/images/41EvLd1M9oL.jpg,6,5,10
17533,42053,Amazon/images/41Vqti6rkPL.jpg,Amazon/images/41lCEtKaUXL.jpg,6,5,10
17534,35229,Amazon/images/41B8xnfG0DL.jpg,Amazon/images/412SSGSOj%2BL.jpg,6,5,10
17536,40458,Amazon/images/41n518c9n9L.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,11,10
17537,24319,Amazon/images/51AXzhXZMNL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
17538,29377,Amazon/images/419C4BbUCML.jpg,Amazon/images/41sDNOrG%2B2L.jpg,2,4,10
17539,33067,Amazon/images/412aqfSS1pL.jpg,Amazon/images/41C78CXSD5L.jpg,2,4,10
17540,39683,Amazon/images/517NABTL1fL.jpg,Amazon/images/41LTqT%2BtPHL.jpg,2,4,10
17541,32419,Amazon/images/41Mx3VPlFtL.jpg,Amazon/images/31YWPyylsxL.jpg,6,5,10
17543,33664,Amazon/images/417V9LyFolL.jpg,Amazon/images/517ZFeByf5L.jpg,2,11,10
17545,35916,Amazon/images/41bZqOn386L.jpg,Amazon/images/410mLyzHkFL.jpg,2,11,10
17546,26989,Amazon/images/41%2BdAusFIwL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
17547,25810,Amazon/images/41XashYEVcL.jpg,Amazon/images/414Prd71XlL.jpg,2,11,8
17549,34567,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/412-eweLbML.jpg,1,5,10
17550,41912,Amazon/images/41Pv3j5k3cL.jpg,Amazon/images/41I7RXxeHuL.jpg,2,4,8
17552,34143,Amazon/images/414oOY02paL.jpg,Amazon/images/41P8LFbvwrL.jpg,2,4,10
17553,35008,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/410m2e4YTLL.jpg,6,5,10
17554,25909,Amazon/images/41kffwBOUIL.jpg,Amazon/images/41EF8EMZgML.jpg,6,5,10
17555,37738,Amazon/images/51xpSEeGD4L.jpg,Amazon/images/41JLqXo92XL.jpg,2,4,10
17556,31761,Amazon/images/41ACvqXCo1L.jpg,Amazon/images/413XBtx7k5L.jpg,2,4,8
17558,40449,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/41plND4am0L.jpg,6,5,10
17559,33979,Amazon/images/516glx37vnL.jpg,Amazon/images/41B8yFjvJdL.jpg,2,4,10
17560,25904,Amazon/images/41Zb9lizc5L.jpg,Amazon/images/41HIAEnWKWL.jpg,2,3,8
17561,28527,Amazon/images/51DRAl5NHSL.jpg,Amazon/images/4162-T9AazL.jpg,2,4,8
17563,32227,Amazon/images/41JFKTyh9OL.jpg,Amazon/images/41H8y9VoDdL.jpg,2,4,10
17564,28237,Amazon/images/51%2BoVvVNlcL.jpg,Amazon/images/41PEyVgOtiL.jpg,3,5,1
17565,28744,Amazon/images/41mRSFcjRqL.jpg,Amazon/images/41EF8EMZgML.jpg,6,5,10
17566,28973,Amazon/images/41GekSeO-%2BL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,3,10
17567,37600,Amazon/images/41Cansf3%2BCL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,4,10
17568,24212,Amazon/images/51zUKS4kAfL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
17569,30934,Amazon/images/41BBcY%2BFX3L.jpg,Amazon/images/416mD8xhviL.jpg,6,5,10
17570,37166,Amazon/images/41%2BjS9aED4L.jpg,Amazon/images/41qkVyC-qEL.jpg,3,5,10
17571,37240,Amazon/images/41OCD-081pL.jpg,Amazon/images/41B8yFjvJdL.jpg,2,4,10
17572,24106,Amazon/images/41owbGyUO5L.jpg,Amazon/images/31MqQDveXbL.jpg,6,5,10
17573,25913,Amazon/images/41bRwU-Gv4L.jpg,Amazon/images/41SPRHiarSL.jpg,6,5,10
17574,24688,Amazon/images/51v1Iyfj7PL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
17575,31290,Amazon/images/41rMASnLe8L.jpg,Amazon/images/41Ua1KX6wCL.jpg,2,4,8
17578,29484,Amazon/images/41Kw6RP0DXL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
17580,24776,Amazon/images/41bCnqPePTL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
17581,40520,Amazon/images/51KUW4XKW-L.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17582,34865,Amazon/images/411WTUTqDOL.jpg,Amazon/images/41H8y9VoDdL.jpg,2,11,10
17583,37004,Amazon/images/41SNlP68CpL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17584,37065,Amazon/images/41jY0RhISXL.jpg,Amazon/images/41P8LFbvwrL.jpg,2,3,10
17587,29897,Amazon/images/61aDtqICWiL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,2,4,10
17588,32959,Amazon/images/41HmesL9RKL.jpg,Amazon/images/41plND4am0L.jpg,6,5,10
17590,34847,Amazon/images/41Fvz8XdGkL.jpg,Amazon/images/41SL6riwIML.jpg,2,4,8
17591,42775,Amazon/images/41Pw%2Bvf8gPL.jpg,Amazon/images/41lCEtKaUXL.jpg,"6,3",5,10
17592,28640,Amazon/images/41pXhvaZCTL.jpg,Amazon/images/41tcYHChHoL.jpg,1,5,10
17593,36126,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/41%2BVxtfS66L.jpg,2,4,10
17595,39578,Amazon/images/31bW5l3muhL.jpg,Amazon/images/41B8yFjvJdL.jpg,6,5,10
17599,34491,Amazon/images/51F-2Cc3%2BGL.jpg,Amazon/images/41jOewx574L.jpg,6,5,10
17600,30135,Amazon/images/41-295en0IL.jpg,Amazon/images/41VUr5J-bQL.jpg,6,5,10
17601,35332,Amazon/images/41yAj2TgN0L.jpg,Amazon/images/31ka0r7juWL.jpg,2,11,10
17605,24773,Amazon/images/513sOdimduL.jpg,Amazon/images/41czTuLOQvL.jpg,2,4,10
17606,34217,Amazon/images/41aqqQtoBhL.jpg,Amazon/images/41jOewx574L.jpg,2,4,10
17607,36557,Amazon/images/41lfyfjsDfL.jpg,Amazon/images/41WBw8cSniL.jpg,2,4,10
17608,31409,Amazon/images/51kqG98h-uL.jpg,Amazon/images/412-eweLbML.jpg,6,5,10
17609,31771,Amazon/images/41J4e5deAbL.jpg,Amazon/images/412-eweLbML.jpg,6,5,10
17610,34057,Amazon/images/41F4FRiozaL.jpg,Amazon/images/31YWPyylsxL.jpg,6,5,10
17612,36395,Amazon/images/512ktPgQMML.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17613,42161,Amazon/images/41%2BCnmtXZgL.jpg,Amazon/images/41RDkv-AJcL.jpg,6,5,10
17615,27937,Amazon/images/61aDtqICWiL.jpg,Amazon/images/41gi6YnWjyL.jpg,2,4,8
17616,26172,Amazon/images/419j6%2BcOJJL.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
17618,24409,Amazon/images/4117Nm%2BSvWL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
17620,24076,Amazon/images/513UuxTTSPL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
17621,29565,Amazon/images/510C7k3wmGL.jpg,Amazon/images/41QntJtgQDL.jpg,2,4,8
17622,29123,Amazon/images/61eveGXYofL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,6,5,10
17623,29610,Amazon/images/41St6v8lSZL.jpg,Amazon/images/41Vm5Wbx4yL.jpg,2,4,10
17624,29927,Amazon/images/51Bth-upZ2L.jpg,Amazon/images/517n3D2PVRL.jpg,6,5,10
17625,34671,Amazon/images/41kdRfabfVL.jpg,Amazon/images/518cEfz0EeL.jpg,2,4,10
17626,26562,Amazon/images/41471Ix6zLL.jpg,Amazon/images/41nhrpbqcLL.jpg,6,5,10
17627,40642,Amazon/images/411xJdH-DFL.jpg,Amazon/images/31Ry8eNBUaL.jpg,6,5,10
17632,30781,Amazon/images/41SrGTlrFfL.jpg,Amazon/images/41UNCeJq7JL.jpg,6,5,10
17633,28883,Amazon/images/51xMEYb3y9L.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
17634,31278,Amazon/images/41%2Bpcm%2BbcbL.jpg,Amazon/images/413XBtx7k5L.jpg,2,11,8
17635,28083,Amazon/images/41EkZb2q-XL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
17636,33004,Amazon/images/41tIn4YVGiL.jpg,Amazon/images/41yiI2O1lBL.jpg,2,11,10
17637,41167,Amazon/images/41wamOCFTyL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17638,32473,Amazon/images/41wpqEhwQxL.jpg,Amazon/images/51C3fxe-ypL.jpg,2,11,8
17639,41792,Amazon/images/41V9gMsbnrL.jpg,Amazon/images/41JLqXo92XL.jpg,2,4,10
17641,24666,Amazon/images/415eHniNSHL.jpg,Amazon/images/31MqQDveXbL.jpg,6,5,10
17642,26244,Amazon/images/41ZymFMwW4L.jpg,Amazon/images/41QntJtgQDL.jpg,2,4,8
17643,26266,Amazon/images/41hOsBb12BL.jpg,Amazon/images/413YvtgV2FL.jpg,6,5,10
17644,34659,Amazon/images/51DZ21Yl4bL.jpg,Amazon/images/412-eweLbML.jpg,6,5,10
17645,24774,Amazon/images/51CQGBBTuJL.jpg,Amazon/images/41FQKH53N%2BL.jpg,1,5,10
17646,32381,Amazon/images/41m%2BVxxApOL.jpg,Amazon/images/41C78CXSD5L.jpg,6,5,10
17648,27371,Amazon/images/51h0Ty2JnfL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
17649,40509,Amazon/images/417IKQM5SNL.jpg,Amazon/images/41Gq3tnkJpL.jpg,2,4,10
17650,27143,Amazon/images/41Kw6RP0DXL.jpg,Amazon/images/41SL6riwIML.jpg,2,4,8
17651,35863,Amazon/images/41LVvj7dItL.jpg,Amazon/images/412SSGSOj%2BL.jpg,6,5,10
17652,28156,Amazon/images/51-BJvl4HlL.jpg,Amazon/images/41sDNOrG%2B2L.jpg,2,3,10
17653,28110,Amazon/images/41kYIOZw68L.jpg,Amazon/images/4162-T9AazL.jpg,2,3,8
17654,35283,Amazon/images/41BrDi71luL.jpg,Amazon/images/31YWPyylsxL.jpg,2,11,10
17655,35218,Amazon/images/51LoFFOpdlL.jpg,Amazon/images/412SSGSOj%2BL.jpg,2,11,10
17658,24073,Amazon/images/41QdKUS39gL.jpg,Amazon/images/4170fAW4x%2BL.jpg,2,4,8
17660,31539,Amazon/images/41qvUE4qvgL.jpg,Amazon/images/41SL6riwIML.jpg,2,11,8
17661,28312,Amazon/images/51uddn8XG0L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,6,5,10
17663,29080,Amazon/images/51mPqZZK9DL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,11,1
17664,34098,Amazon/images/41q8Uqa1bHL.jpg,Amazon/images/31YWPyylsxL.jpg,2,11,10
17665,35541,Amazon/images/418cFerUSrL.jpg,Amazon/images/41i6lhmTu7L.jpg,2,4,10
17666,31554,Amazon/images/416lJCJUnvL.jpg,Amazon/images/41%2BVxtfS66L.jpg,2,4,10
17668,29213,Amazon/images/41vvnn302QL.jpg,Amazon/images/419gCnFEHvL.jpg,6,5,10
17669,34508,Amazon/images/41iMVXNlZ2L.jpg,Amazon/images/31h0UhbEDsL.jpg,6,5,10
17671,29752,Amazon/images/51NnIOjMdrL.jpg,Amazon/images/41sDNOrG%2B2L.jpg,"2,3",5,10
17672,42193,Amazon/images/41dQ4lCWK5L.jpg,Amazon/images/31h0UhbEDsL.jpg,6,5,10
17673,41620,Amazon/images/51nZxG4mY7L.jpg,Amazon/images/517ZFeByf5L.jpg,3,5,10
17674,34856,Amazon/images/418NsZsSWuL.jpg,Amazon/images/41jOewx574L.jpg,6,5,10
17675,39283,Amazon/images/41hwdZwRHWL.jpg,Amazon/images/41QntJtgQDL.jpg,2,11,8
17676,31480,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17677,29602,Amazon/images/41bRwU-Gv4L.jpg,Amazon/images/41Vm5Wbx4yL.jpg,6,5,10
17678,28336,Amazon/images/4101WzY8NAL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
17679,34619,Amazon/images/51BPGvDNY6L.jpg,Amazon/images/410m2e4YTLL.jpg,6,5,10
17680,28521,Amazon/images/51etFnoWDKL.jpg,Amazon/images/41AjHrVLTtL.jpg,6,5,10
17681,27893,Amazon/images/41owbGyUO5L.jpg,Amazon/images/31Ll0TNLC6L.jpg,6,5,10
17682,27735,Amazon/images/41K%2BCORpt0L.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
17684,35619,Amazon/images/41FHuf3zIpL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17685,34326,Amazon/images/41pKEClvSyL.jpg,Amazon/images/410m2e4YTLL.jpg,2,4,10
17686,25456,Amazon/images/41pIOv-jvsL.jpg,Amazon/images/41SPRHiarSL.jpg,6,5,10
17687,41299,Amazon/images/51P0f49fXTL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17688,27863,Amazon/images/41N5GvzzxlL.jpg,Amazon/images/41sjQKFsskL.jpg,2,4,8
17690,29421,Amazon/images/41R3mtV5fFL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
17691,42131,Amazon/images/51bp6xMbXzL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17692,35302,Amazon/images/41m%2BVxxApOL.jpg,Amazon/images/412lbWGrFYL.jpg,6,5,10
17694,27060,Amazon/images/51zNsu6xWAL.jpg,Amazon/images/41czTuLOQvL.jpg,2,3,10
17696,29396,Amazon/images/41XashYEVcL.jpg,Amazon/images/41yU8P5S7xL.jpg,2,11,8
17697,27059,Amazon/images/51u2LqsEqwL.jpg,Amazon/images/31Ll0TNLC6L.jpg,6,5,10
17698,27516,Amazon/images/41gogUi80zL.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
17699,32283,Amazon/images/41oMaoUIBXL.jpg,Amazon/images/41C78CXSD5L.jpg,6,5,10
17700,37141,Amazon/images/41iyUEOHMrL.jpg,Amazon/images/41iDHeY0dJL.jpg,2,11,8
17701,42930,Amazon/images/51rJ%2BUdkc5L.jpg,Amazon/images/41tksZqrX2L.jpg,2,3,8
17702,30800,Amazon/images/41mgL6RzizL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
17703,29221,Amazon/images/419avm8RJmL.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
17705,32042,Amazon/images/41iMVXNlZ2L.jpg,Amazon/images/41qkVyC-qEL.jpg,6,5,10
17706,31195,Amazon/images/41aOAyhhbPL.jpg,Amazon/images/41B8yFjvJdL.jpg,6,5,10
17708,27977,Amazon/images/410D-BTM1gL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,11,10
17709,27910,Amazon/images/510C7k3wmGL.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
17710,39597,Amazon/images/412sxQtYFiL.jpg,Amazon/images/31YWPyylsxL.jpg,6,5,10
17712,41616,Amazon/images/413Xbj4EdfL.jpg,Amazon/images/41JLqXo92XL.jpg,3,5,10
17713,35104,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/410m2e4YTLL.jpg,6,5,10
